desde_tipo,desde_id,relacion,hasta_tipo,hasta_id,km,tiempo_min
Ubicacion,4644,CONECTA_CON,Ubicacion,1500,5.59,6.1
Ubicacion,4644,CONECTA_CON,Ubicacion,3547,1.47,1.53
Ubicacion,4644,CONECTA_CON,Ubicacion,4978,6.2,6.8
Ubicacion,4645,CONECTA_CON,Ubicacion,3947,4.89,5.66
Ubicacion,4645,CONECTA_CON,Ubicacion,3168,9.75,17.04
Ubicacion,4645,CONECTA_CON,Ubicacion,2309,9.11,13.67
Ubicacion,4646,CONECTA_CON,Ubicacion,1978,6.28,6.43
Ubicacion,4646,CONECTA_CON,Ubicacion,1606,9.73,16.88
Ubicacion,4646,CONECTA_CON,Ubicacion,4707,1.63,2.16
Ubicacion,4647,CONECTA_CON,Ubicacion,3114,7.44,8.45
Ubicacion,4647,CONECTA_CON,Ubicacion,2775,8.52,18.74
Ubicacion,4647,CONECTA_CON,Ubicacion,4735,4.86,6.82
Ubicacion,4648,CONECTA_CON,Ubicacion,2280,5.1,6.38
Ubicacion,4648,CONECTA_CON,Ubicacion,4007,5.84,9.1
Ubicacion,4648,CONECTA_CON,Ubicacion,4103,6.75,18.25
Ubicacion,4649,CONECTA_CON,Ubicacion,2069,3.84,4.58
Ubicacion,4649,CONECTA_CON,Ubicacion,4984,9.48,9.7
Ubicacion,4649,CONECTA_CON,Ubicacion,1564,4.85,6.39
Ubicacion,4650,CONECTA_CON,Ubicacion,4794,7.28,7.73
Ubicacion,4650,CONECTA_CON,Ubicacion,2693,2.61,2.64
Ubicacion,4650,CONECTA_CON,Ubicacion,4923,5.05,5.95
Ubicacion,4651,CONECTA_CON,Ubicacion,3429,2.72,3.98
Ubicacion,4651,CONECTA_CON,Ubicacion,968,3.45,6.51
Ubicacion,4651,CONECTA_CON,Ubicacion,2274,1.02,1.74
Ubicacion,4652,CONECTA_CON,Ubicacion,2757,7.69,21.86
Ubicacion,4652,CONECTA_CON,Ubicacion,796,8.98,17.98
Ubicacion,4652,CONECTA_CON,Ubicacion,273,6.29,9.65
Ubicacion,4653,CONECTA_CON,Ubicacion,2403,6.66,7.27
Ubicacion,4653,CONECTA_CON,Ubicacion,4067,9.5,20.98
Ubicacion,4653,CONECTA_CON,Ubicacion,2406,2.79,4.46
Ubicacion,4654,CONECTA_CON,Ubicacion,2325,2.28,3.6
Ubicacion,4654,CONECTA_CON,Ubicacion,1710,6.78,20.08
Ubicacion,4654,CONECTA_CON,Ubicacion,675,6.97,9.21
Ubicacion,4655,CONECTA_CON,Ubicacion,4716,2.5,3.56
Ubicacion,4655,CONECTA_CON,Ubicacion,4364,2.43,3.39
Ubicacion,4655,CONECTA_CON,Ubicacion,172,1.23,1.33
Ubicacion,4656,CONECTA_CON,Ubicacion,3931,5.81,12.47
Ubicacion,4656,CONECTA_CON,Ubicacion,810,1.33,2.07
Ubicacion,4656,CONECTA_CON,Ubicacion,4666,7.2,20.64
Ubicacion,4657,CONECTA_CON,Ubicacion,1621,0.87,0.88
Ubicacion,4657,CONECTA_CON,Ubicacion,2351,5.53,7.72
Ubicacion,4657,CONECTA_CON,Ubicacion,2054,2.99,3.68
Ubicacion,4658,CONECTA_CON,Ubicacion,813,8.22,8.53
Ubicacion,4658,CONECTA_CON,Ubicacion,4594,4.53,7.63
Ubicacion,4658,CONECTA_CON,Ubicacion,57,1.57,1.84
Ubicacion,4659,CONECTA_CON,Ubicacion,3057,7.17,16.35
Ubicacion,4659,CONECTA_CON,Ubicacion,2673,6.93,8.37
Ubicacion,4659,CONECTA_CON,Ubicacion,3898,1.77,2.56
Ubicacion,4660,CONECTA_CON,Ubicacion,702,3.35,8.76
Ubicacion,4660,CONECTA_CON,Ubicacion,2780,8.39,14.29
Ubicacion,4660,CONECTA_CON,Ubicacion,2441,5.6,11.11
Ubicacion,4661,CONECTA_CON,Ubicacion,4107,3.03,3.78
Ubicacion,4661,CONECTA_CON,Ubicacion,3281,2.91,3.28
Ubicacion,4661,CONECTA_CON,Ubicacion,1173,9.45,16.31
Ubicacion,4662,CONECTA_CON,Ubicacion,3328,6.37,7.42
Ubicacion,4662,CONECTA_CON,Ubicacion,1458,8.39,19.03
Ubicacion,4662,CONECTA_CON,Ubicacion,891,0.82,1.4
Ubicacion,4663,CONECTA_CON,Ubicacion,3842,9.43,19.27
Ubicacion,4663,CONECTA_CON,Ubicacion,1126,1.63,1.71
Ubicacion,4663,CONECTA_CON,Ubicacion,2101,3.19,5.08
Ubicacion,4664,CONECTA_CON,Ubicacion,2504,8.64,13.37
Ubicacion,4664,CONECTA_CON,Ubicacion,4018,2.6,5.14
Ubicacion,4664,CONECTA_CON,Ubicacion,1427,3.54,4.63
Ubicacion,4665,CONECTA_CON,Ubicacion,4049,9.67,14.3
Ubicacion,4665,CONECTA_CON,Ubicacion,1696,4.21,4.54
Ubicacion,4665,CONECTA_CON,Ubicacion,2075,4.2,9.27
Ubicacion,4666,CONECTA_CON,Ubicacion,3479,9.99,19.76
Ubicacion,4666,CONECTA_CON,Ubicacion,4803,4.3,8.99
Ubicacion,4666,CONECTA_CON,Ubicacion,4313,8.4,14.26
Ubicacion,4667,CONECTA_CON,Ubicacion,3319,3.32,9.19
Ubicacion,4667,CONECTA_CON,Ubicacion,1469,8.48,14.58
Ubicacion,4667,CONECTA_CON,Ubicacion,800,0.91,1.21
Ubicacion,4668,CONECTA_CON,Ubicacion,591,3.75,4.62
Ubicacion,4668,CONECTA_CON,Ubicacion,3306,2.88,4.24
Ubicacion,4668,CONECTA_CON,Ubicacion,1278,8.78,10.79
Ubicacion,4669,CONECTA_CON,Ubicacion,3611,8.34,19.99
Ubicacion,4669,CONECTA_CON,Ubicacion,577,5.65,10.03
Ubicacion,4669,CONECTA_CON,Ubicacion,1360,7.78,18.72
Ubicacion,4670,CONECTA_CON,Ubicacion,4766,4.66,5.77
Ubicacion,4670,CONECTA_CON,Ubicacion,1451,6.99,8.02
Ubicacion,4670,CONECTA_CON,Ubicacion,652,9.33,12.62
Ubicacion,4671,CONECTA_CON,Ubicacion,1419,4.89,9.0
Ubicacion,4671,CONECTA_CON,Ubicacion,3564,8.19,10.71
Ubicacion,4671,CONECTA_CON,Ubicacion,4806,3.24,7.1
Ubicacion,4672,CONECTA_CON,Ubicacion,611,7.72,13.03
Ubicacion,4672,CONECTA_CON,Ubicacion,2207,0.65,1.66
Ubicacion,4672,CONECTA_CON,Ubicacion,2268,5.2,7.28
Ubicacion,4673,CONECTA_CON,Ubicacion,4840,3.69,8.6
Ubicacion,4673,CONECTA_CON,Ubicacion,2387,7.01,8.9
Ubicacion,4673,CONECTA_CON,Ubicacion,1007,6.72,16.62
Ubicacion,4674,CONECTA_CON,Ubicacion,3239,2.99,3.35
Ubicacion,4674,CONECTA_CON,Ubicacion,520,1.22,2.11
Ubicacion,4674,CONECTA_CON,Ubicacion,106,0.89,1.83
Ubicacion,4675,CONECTA_CON,Ubicacion,4252,0.78,1.38
Ubicacion,4675,CONECTA_CON,Ubicacion,948,1.3,2.92
Ubicacion,4675,CONECTA_CON,Ubicacion,4224,1.46,4.29
Ubicacion,4676,CONECTA_CON,Ubicacion,533,7.13,7.23
Ubicacion,4676,CONECTA_CON,Ubicacion,3533,2.01,2.48
Ubicacion,4676,CONECTA_CON,Ubicacion,1238,1.86,1.87
Ubicacion,4677,CONECTA_CON,Ubicacion,2536,2.25,3.74
Ubicacion,4677,CONECTA_CON,Ubicacion,2196,4.26,7.11
Ubicacion,4677,CONECTA_CON,Ubicacion,753,6.07,10.52
Ubicacion,4678,CONECTA_CON,Ubicacion,3391,1.26,2.81
Ubicacion,4678,CONECTA_CON,Ubicacion,2973,9.39,10.98
Ubicacion,4678,CONECTA_CON,Ubicacion,2490,1.7,1.92
Ubicacion,4679,CONECTA_CON,Ubicacion,2980,5.6,5.84
Ubicacion,4679,CONECTA_CON,Ubicacion,3006,6.38,8.81
Ubicacion,4679,CONECTA_CON,Ubicacion,4156,3.06,3.1
Ubicacion,4680,CONECTA_CON,Ubicacion,3001,1.41,1.46
Ubicacion,4680,CONECTA_CON,Ubicacion,1268,3.88,5.82
Ubicacion,4680,CONECTA_CON,Ubicacion,2396,9.72,16.12
Ubicacion,4681,CONECTA_CON,Ubicacion,3585,9.82,21.84
Ubicacion,4681,CONECTA_CON,Ubicacion,2119,3.74,9.39
Ubicacion,4681,CONECTA_CON,Ubicacion,454,3.57,7.25
Ubicacion,4682,CONECTA_CON,Ubicacion,1847,9.93,10.66
Ubicacion,4682,CONECTA_CON,Ubicacion,1652,6.8,9.34
Ubicacion,4682,CONECTA_CON,Ubicacion,3878,6.6,15.61
Ubicacion,4683,CONECTA_CON,Ubicacion,4040,7.59,9.53
Ubicacion,4683,CONECTA_CON,Ubicacion,3731,6.23,6.25
Ubicacion,4683,CONECTA_CON,Ubicacion,4061,7.62,9.1
Ubicacion,4684,CONECTA_CON,Ubicacion,2884,0.61,0.66
Ubicacion,4684,CONECTA_CON,Ubicacion,3248,2.78,2.82
Ubicacion,4684,CONECTA_CON,Ubicacion,4687,2.34,3.51
Ubicacion,4685,CONECTA_CON,Ubicacion,1350,8.35,11.95
Ubicacion,4685,CONECTA_CON,Ubicacion,2715,7.84,15.09
Ubicacion,4685,CONECTA_CON,Ubicacion,1881,3.53,4.67
Ubicacion,4686,CONECTA_CON,Ubicacion,1217,8.08,23.98
Ubicacion,4686,CONECTA_CON,Ubicacion,1950,8.07,12.76
Ubicacion,4686,CONECTA_CON,Ubicacion,449,7.22,12.35
Ubicacion,4687,CONECTA_CON,Ubicacion,462,5.31,6.22
Ubicacion,4687,CONECTA_CON,Ubicacion,2314,4.15,5.14
Ubicacion,4687,CONECTA_CON,Ubicacion,2682,7.37,11.88
Ubicacion,4688,CONECTA_CON,Ubicacion,4872,2.7,3.7
Ubicacion,4688,CONECTA_CON,Ubicacion,2449,9.36,13.19
Ubicacion,4688,CONECTA_CON,Ubicacion,84,9.84,12.81
Ubicacion,4689,CONECTA_CON,Ubicacion,4007,3.3,3.86
Ubicacion,4689,CONECTA_CON,Ubicacion,4350,1.1,2.48
Ubicacion,4689,CONECTA_CON,Ubicacion,1246,5.45,9.18
Ubicacion,4690,CONECTA_CON,Ubicacion,2909,7.6,7.67
Ubicacion,4690,CONECTA_CON,Ubicacion,1532,1.25,1.69
Ubicacion,4690,CONECTA_CON,Ubicacion,3860,1.42,2.24
Ubicacion,4691,CONECTA_CON,Ubicacion,2044,2.78,5.55
Ubicacion,4691,CONECTA_CON,Ubicacion,2767,9.62,13.94
Ubicacion,4691,CONECTA_CON,Ubicacion,4476,3.98,7.37
Ubicacion,4692,CONECTA_CON,Ubicacion,1068,6.22,14.17
Ubicacion,4692,CONECTA_CON,Ubicacion,4521,6.87,7.94
Ubicacion,4692,CONECTA_CON,Ubicacion,4727,4.25,10.23
Ubicacion,4693,CONECTA_CON,Ubicacion,4419,5.9,7.26
Ubicacion,4693,CONECTA_CON,Ubicacion,4966,5.99,7.2
Ubicacion,4693,CONECTA_CON,Ubicacion,2102,2.72,3.09
Ubicacion,4694,CONECTA_CON,Ubicacion,4506,4.53,11.09
Ubicacion,4694,CONECTA_CON,Ubicacion,2201,7.51,9.04
Ubicacion,4694,CONECTA_CON,Ubicacion,2846,0.8,1.27
Ubicacion,4695,CONECTA_CON,Ubicacion,2377,6.21,7.5
Ubicacion,4695,CONECTA_CON,Ubicacion,27,1.63,1.8
Ubicacion,4695,CONECTA_CON,Ubicacion,801,7.79,16.36
Ubicacion,4696,CONECTA_CON,Ubicacion,4278,5.59,6.36
Ubicacion,4696,CONECTA_CON,Ubicacion,4856,6.27,12.78
Ubicacion,4696,CONECTA_CON,Ubicacion,3909,6.56,10.43
Ubicacion,4697,CONECTA_CON,Ubicacion,196,6.2,14.29
Ubicacion,4697,CONECTA_CON,Ubicacion,2350,4.75,6.36
Ubicacion,4697,CONECTA_CON,Ubicacion,488,6.08,7.79
Ubicacion,4698,CONECTA_CON,Ubicacion,2665,3.75,7.6
Ubicacion,4698,CONECTA_CON,Ubicacion,3293,9.0,9.95
Ubicacion,4698,CONECTA_CON,Ubicacion,1021,6.5,6.9
Ubicacion,4699,CONECTA_CON,Ubicacion,2009,9.38,27.94
Ubicacion,4699,CONECTA_CON,Ubicacion,2966,3.7,3.98
Ubicacion,4699,CONECTA_CON,Ubicacion,2584,0.95,1.37
Ubicacion,4700,CONECTA_CON,Ubicacion,4371,6.99,19.08
Ubicacion,4700,CONECTA_CON,Ubicacion,3142,3.73,4.07
Ubicacion,4700,CONECTA_CON,Ubicacion,2502,6.16,6.34
Ubicacion,4701,CONECTA_CON,Ubicacion,1178,9.8,16.37
Ubicacion,4701,CONECTA_CON,Ubicacion,2550,2.07,4.02
Ubicacion,4701,CONECTA_CON,Ubicacion,4829,1.27,1.28
Ubicacion,4702,CONECTA_CON,Ubicacion,1133,3.05,8.93
Ubicacion,4702,CONECTA_CON,Ubicacion,4071,9.07,13.13
Ubicacion,4702,CONECTA_CON,Ubicacion,4531,9.16,13.28
Ubicacion,4703,CONECTA_CON,Ubicacion,3456,7.02,8.87
Ubicacion,4703,CONECTA_CON,Ubicacion,4258,9.61,19.91
Ubicacion,4703,CONECTA_CON,Ubicacion,1057,3.42,5.44
Ubicacion,4704,CONECTA_CON,Ubicacion,813,6.67,7.12
Ubicacion,4704,CONECTA_CON,Ubicacion,1787,6.2,6.73
Ubicacion,4704,CONECTA_CON,Ubicacion,398,2.67,3.12
Ubicacion,4705,CONECTA_CON,Ubicacion,1035,9.85,12.68
Ubicacion,4705,CONECTA_CON,Ubicacion,379,1.23,1.57
Ubicacion,4705,CONECTA_CON,Ubicacion,3353,4.67,7.83
Ubicacion,4706,CONECTA_CON,Ubicacion,2585,5.39,11.75
Ubicacion,4706,CONECTA_CON,Ubicacion,2421,3.11,5.34
Ubicacion,4706,CONECTA_CON,Ubicacion,75,4.45,6.25
Ubicacion,4707,CONECTA_CON,Ubicacion,4353,8.6,13.07
Ubicacion,4707,CONECTA_CON,Ubicacion,4156,1.27,1.93
Ubicacion,4707,CONECTA_CON,Ubicacion,4398,8.82,9.04
Ubicacion,4708,CONECTA_CON,Ubicacion,1130,6.52,16.99
Ubicacion,4708,CONECTA_CON,Ubicacion,1286,7.9,13.28
Ubicacion,4708,CONECTA_CON,Ubicacion,2831,9.83,12.01
Ubicacion,4709,CONECTA_CON,Ubicacion,3656,3.82,9.61
Ubicacion,4709,CONECTA_CON,Ubicacion,4050,3.96,8.97
Ubicacion,4709,CONECTA_CON,Ubicacion,1587,2.88,4.69
Ubicacion,4710,CONECTA_CON,Ubicacion,1957,0.97,1.66
Ubicacion,4710,CONECTA_CON,Ubicacion,2881,4.64,6.83
Ubicacion,4710,CONECTA_CON,Ubicacion,2281,3.62,5.01
Ubicacion,4711,CONECTA_CON,Ubicacion,4167,9.43,13.9
Ubicacion,4711,CONECTA_CON,Ubicacion,425,7.48,11.19
Ubicacion,4711,CONECTA_CON,Ubicacion,1689,8.18,9.16
Ubicacion,4712,CONECTA_CON,Ubicacion,4442,5.38,8.52
Ubicacion,4712,CONECTA_CON,Ubicacion,1170,6.5,12.25
Ubicacion,4712,CONECTA_CON,Ubicacion,3488,9.89,10.52
Ubicacion,4713,CONECTA_CON,Ubicacion,4040,6.52,11.86
Ubicacion,4713,CONECTA_CON,Ubicacion,2825,2.24,3.4
Ubicacion,4713,CONECTA_CON,Ubicacion,3024,8.32,16.29
Ubicacion,4714,CONECTA_CON,Ubicacion,3179,6.5,17.8
Ubicacion,4714,CONECTA_CON,Ubicacion,4013,5.87,9.73
Ubicacion,4714,CONECTA_CON,Ubicacion,2648,2.44,2.57
Ubicacion,4715,CONECTA_CON,Ubicacion,1267,9.16,18.28
Ubicacion,4715,CONECTA_CON,Ubicacion,923,5.98,8.32
Ubicacion,4715,CONECTA_CON,Ubicacion,3453,4.16,8.53
Ubicacion,4716,CONECTA_CON,Ubicacion,4820,6.73,12.12
Ubicacion,4716,CONECTA_CON,Ubicacion,2342,1.14,1.16
Ubicacion,4716,CONECTA_CON,Ubicacion,2590,4.64,10.25
Ubicacion,4717,CONECTA_CON,Ubicacion,1581,7.75,8.47
Ubicacion,4717,CONECTA_CON,Ubicacion,4276,0.66,1.73
Ubicacion,4717,CONECTA_CON,Ubicacion,711,8.46,8.48
Ubicacion,4718,CONECTA_CON,Ubicacion,2466,2.84,3.5
Ubicacion,4718,CONECTA_CON,Ubicacion,3540,9.94,17.05
Ubicacion,4718,CONECTA_CON,Ubicacion,2518,1.32,1.64
Ubicacion,4719,CONECTA_CON,Ubicacion,1358,4.23,5.39
Ubicacion,4719,CONECTA_CON,Ubicacion,1404,2.53,4.96
Ubicacion,4719,CONECTA_CON,Ubicacion,3707,7.82,11.52
Ubicacion,4720,CONECTA_CON,Ubicacion,958,4.81,7.04
Ubicacion,4720,CONECTA_CON,Ubicacion,2678,4.5,7.88
Ubicacion,4720,CONECTA_CON,Ubicacion,2411,7.02,15.59
Ubicacion,4721,CONECTA_CON,Ubicacion,3280,5.95,7.34
Ubicacion,4721,CONECTA_CON,Ubicacion,1277,4.13,8.33
Ubicacion,4721,CONECTA_CON,Ubicacion,4312,8.89,20.34
Ubicacion,4722,CONECTA_CON,Ubicacion,3562,6.28,11.32
Ubicacion,4722,CONECTA_CON,Ubicacion,4732,7.46,12.3
Ubicacion,4722,CONECTA_CON,Ubicacion,2575,4.33,11.65
Ubicacion,4723,CONECTA_CON,Ubicacion,2598,3.85,4.42
Ubicacion,4723,CONECTA_CON,Ubicacion,3018,2.36,5.72
Ubicacion,4723,CONECTA_CON,Ubicacion,1926,5.19,6.24
Ubicacion,4724,CONECTA_CON,Ubicacion,645,8.38,8.87
Ubicacion,4724,CONECTA_CON,Ubicacion,2375,6.64,10.49
Ubicacion,4724,CONECTA_CON,Ubicacion,3313,4.24,8.32
Ubicacion,4725,CONECTA_CON,Ubicacion,344,0.77,1.36
Ubicacion,4725,CONECTA_CON,Ubicacion,3291,8.19,18.0
Ubicacion,4725,CONECTA_CON,Ubicacion,3633,6.11,8.53
Ubicacion,4726,CONECTA_CON,Ubicacion,2249,2.55,5.79
Ubicacion,4726,CONECTA_CON,Ubicacion,151,4.24,10.51
Ubicacion,4726,CONECTA_CON,Ubicacion,339,1.19,2.3
Ubicacion,4727,CONECTA_CON,Ubicacion,770,3.2,3.91
Ubicacion,4727,CONECTA_CON,Ubicacion,926,9.07,22.18
Ubicacion,4727,CONECTA_CON,Ubicacion,3419,1.05,1.1
Ubicacion,4728,CONECTA_CON,Ubicacion,31,4.91,10.55
Ubicacion,4728,CONECTA_CON,Ubicacion,1007,1.96,2.85
Ubicacion,4728,CONECTA_CON,Ubicacion,674,8.86,9.87
Ubicacion,4729,CONECTA_CON,Ubicacion,4635,0.66,0.85
Ubicacion,4729,CONECTA_CON,Ubicacion,3044,1.49,3.04
Ubicacion,4729,CONECTA_CON,Ubicacion,2896,3.6,3.83
Ubicacion,4730,CONECTA_CON,Ubicacion,1720,4.23,4.63
Ubicacion,4730,CONECTA_CON,Ubicacion,746,9.48,26.49
Ubicacion,4730,CONECTA_CON,Ubicacion,103,3.49,7.64
Ubicacion,4731,CONECTA_CON,Ubicacion,1082,7.74,8.34
Ubicacion,4731,CONECTA_CON,Ubicacion,1879,0.58,0.85
Ubicacion,4731,CONECTA_CON,Ubicacion,4503,1.82,2.7
Ubicacion,4732,CONECTA_CON,Ubicacion,2607,7.77,7.92
Ubicacion,4732,CONECTA_CON,Ubicacion,1059,5.86,9.2
Ubicacion,4732,CONECTA_CON,Ubicacion,317,4.0,5.45
Ubicacion,4733,CONECTA_CON,Ubicacion,662,6.38,8.71
Ubicacion,4733,CONECTA_CON,Ubicacion,3139,5.77,7.62
Ubicacion,4733,CONECTA_CON,Ubicacion,4998,7.81,12.96
Ubicacion,4734,CONECTA_CON,Ubicacion,3967,6.68,10.59
Ubicacion,4734,CONECTA_CON,Ubicacion,678,4.25,5.68
Ubicacion,4734,CONECTA_CON,Ubicacion,4005,6.84,8.61
Ubicacion,4735,CONECTA_CON,Ubicacion,3266,7.24,14.45
Ubicacion,4735,CONECTA_CON,Ubicacion,3147,1.28,1.7
Ubicacion,4735,CONECTA_CON,Ubicacion,1142,2.6,3.7
Ubicacion,4736,CONECTA_CON,Ubicacion,1290,2.54,4.2
Ubicacion,4736,CONECTA_CON,Ubicacion,1966,6.26,8.84
Ubicacion,4736,CONECTA_CON,Ubicacion,230,9.09,9.74
Ubicacion,4737,CONECTA_CON,Ubicacion,1736,3.39,7.09
Ubicacion,4737,CONECTA_CON,Ubicacion,2877,2.59,2.67
Ubicacion,4737,CONECTA_CON,Ubicacion,4493,6.85,10.62
Ubicacion,4738,CONECTA_CON,Ubicacion,109,6.36,18.44
Ubicacion,4738,CONECTA_CON,Ubicacion,2065,1.92,3.25
Ubicacion,4738,CONECTA_CON,Ubicacion,3646,3.63,7.27
Ubicacion,4739,CONECTA_CON,Ubicacion,13,3.27,6.57
Ubicacion,4739,CONECTA_CON,Ubicacion,3038,5.99,6.47
Ubicacion,4739,CONECTA_CON,Ubicacion,2892,9.27,13.57
Ubicacion,4740,CONECTA_CON,Ubicacion,2518,0.99,1.3
Ubicacion,4740,CONECTA_CON,Ubicacion,2870,7.72,17.19
Ubicacion,4740,CONECTA_CON,Ubicacion,784,5.89,7.31
Ubicacion,4741,CONECTA_CON,Ubicacion,2129,8.14,21.26
Ubicacion,4741,CONECTA_CON,Ubicacion,147,7.18,7.62
Ubicacion,4741,CONECTA_CON,Ubicacion,1920,8.53,9.43
Ubicacion,4742,CONECTA_CON,Ubicacion,4314,3.24,6.33
Ubicacion,4742,CONECTA_CON,Ubicacion,228,3.19,5.84
Ubicacion,4742,CONECTA_CON,Ubicacion,3771,7.5,13.96
Ubicacion,4743,CONECTA_CON,Ubicacion,4094,8.4,8.86
Ubicacion,4743,CONECTA_CON,Ubicacion,4919,9.17,18.83
Ubicacion,4743,CONECTA_CON,Ubicacion,3181,6.72,8.88
Ubicacion,4744,CONECTA_CON,Ubicacion,4012,5.76,10.47
Ubicacion,4744,CONECTA_CON,Ubicacion,2878,7.21,11.58
Ubicacion,4744,CONECTA_CON,Ubicacion,2782,4.92,10.8
Ubicacion,4745,CONECTA_CON,Ubicacion,4222,7.28,12.78
Ubicacion,4745,CONECTA_CON,Ubicacion,4341,1.07,1.09
Ubicacion,4745,CONECTA_CON,Ubicacion,4982,1.2,1.46
Ubicacion,4746,CONECTA_CON,Ubicacion,4444,9.17,10.05
Ubicacion,4746,CONECTA_CON,Ubicacion,1328,0.86,0.9
Ubicacion,4746,CONECTA_CON,Ubicacion,938,1.09,1.5
Ubicacion,4747,CONECTA_CON,Ubicacion,3644,9.28,11.75
Ubicacion,4747,CONECTA_CON,Ubicacion,4272,7.26,8.34
Ubicacion,4747,CONECTA_CON,Ubicacion,2096,3.58,3.66
Ubicacion,4748,CONECTA_CON,Ubicacion,363,1.72,2.22
Ubicacion,4748,CONECTA_CON,Ubicacion,4951,5.8,6.24
Ubicacion,4748,CONECTA_CON,Ubicacion,4284,6.55,8.44
Ubicacion,4749,CONECTA_CON,Ubicacion,2006,4.39,7.11
Ubicacion,4749,CONECTA_CON,Ubicacion,615,9.84,11.36
Ubicacion,4749,CONECTA_CON,Ubicacion,1124,6.91,10.43
Ubicacion,4750,CONECTA_CON,Ubicacion,2591,5.98,7.95
Ubicacion,4750,CONECTA_CON,Ubicacion,3902,1.02,1.31
Ubicacion,4750,CONECTA_CON,Ubicacion,2792,2.53,5.91
Ubicacion,4751,CONECTA_CON,Ubicacion,1759,2.64,2.77
Ubicacion,4751,CONECTA_CON,Ubicacion,2818,7.87,11.09
Ubicacion,4751,CONECTA_CON,Ubicacion,3206,2.82,3.78
Ubicacion,4752,CONECTA_CON,Ubicacion,1904,4.31,9.57
Ubicacion,4752,CONECTA_CON,Ubicacion,4394,3.09,6.1
Ubicacion,4752,CONECTA_CON,Ubicacion,1488,0.65,1.81
Ubicacion,4753,CONECTA_CON,Ubicacion,4337,1.99,4.42
Ubicacion,4753,CONECTA_CON,Ubicacion,3329,5.77,10.22
Ubicacion,4753,CONECTA_CON,Ubicacion,1568,4.63,6.83
Ubicacion,4754,CONECTA_CON,Ubicacion,2051,4.71,10.06
Ubicacion,4754,CONECTA_CON,Ubicacion,2885,0.68,0.9
Ubicacion,4754,CONECTA_CON,Ubicacion,309,7.99,8.33
Ubicacion,4755,CONECTA_CON,Ubicacion,4919,8.06,10.06
Ubicacion,4755,CONECTA_CON,Ubicacion,4682,9.07,14.95
Ubicacion,4755,CONECTA_CON,Ubicacion,734,7.38,21.66
Ubicacion,4756,CONECTA_CON,Ubicacion,96,2.11,2.26
Ubicacion,4756,CONECTA_CON,Ubicacion,286,1.54,4.19
Ubicacion,4756,CONECTA_CON,Ubicacion,2276,9.74,11.25
Ubicacion,4757,CONECTA_CON,Ubicacion,1881,6.66,9.75
Ubicacion,4757,CONECTA_CON,Ubicacion,4811,2.46,3.86
Ubicacion,4757,CONECTA_CON,Ubicacion,172,8.41,14.78
Ubicacion,4758,CONECTA_CON,Ubicacion,2503,2.94,3.42
Ubicacion,4758,CONECTA_CON,Ubicacion,4717,4.05,6.69
Ubicacion,4758,CONECTA_CON,Ubicacion,3987,8.59,19.52
Ubicacion,4759,CONECTA_CON,Ubicacion,2000,6.06,8.07
Ubicacion,4759,CONECTA_CON,Ubicacion,2077,2.55,3.89
Ubicacion,4759,CONECTA_CON,Ubicacion,2897,8.84,18.07
Ubicacion,4760,CONECTA_CON,Ubicacion,1651,8.89,25.72
Ubicacion,4760,CONECTA_CON,Ubicacion,4536,5.46,9.76
Ubicacion,4760,CONECTA_CON,Ubicacion,1966,1.19,1.72
Ubicacion,4761,CONECTA_CON,Ubicacion,2112,7.32,9.84
Ubicacion,4761,CONECTA_CON,Ubicacion,1342,2.71,7.23
Ubicacion,4761,CONECTA_CON,Ubicacion,1807,1.17,1.49
Ubicacion,4762,CONECTA_CON,Ubicacion,2869,6.46,7.18
Ubicacion,4762,CONECTA_CON,Ubicacion,1040,2.11,5.03
Ubicacion,4762,CONECTA_CON,Ubicacion,664,9.21,10.5
Ubicacion,4763,CONECTA_CON,Ubicacion,1293,6.36,10.91
Ubicacion,4763,CONECTA_CON,Ubicacion,4455,2.23,4.29
Ubicacion,4763,CONECTA_CON,Ubicacion,3560,1.13,1.61
Ubicacion,4764,CONECTA_CON,Ubicacion,4989,0.56,0.91
Ubicacion,4764,CONECTA_CON,Ubicacion,4957,8.8,11.9
Ubicacion,4764,CONECTA_CON,Ubicacion,3989,9.38,28.13
Ubicacion,4765,CONECTA_CON,Ubicacion,3756,2.31,3.82
Ubicacion,4765,CONECTA_CON,Ubicacion,4843,2.33,2.93
Ubicacion,4765,CONECTA_CON,Ubicacion,1438,5.44,8.6
Ubicacion,4766,CONECTA_CON,Ubicacion,665,5.13,8.04
Ubicacion,4766,CONECTA_CON,Ubicacion,1940,5.65,6.23
Ubicacion,4766,CONECTA_CON,Ubicacion,4598,8.01,14.41
Ubicacion,4767,CONECTA_CON,Ubicacion,1788,7.43,11.83
Ubicacion,4767,CONECTA_CON,Ubicacion,4578,5.14,12.89
Ubicacion,4767,CONECTA_CON,Ubicacion,757,9.97,11.57
Ubicacion,4768,CONECTA_CON,Ubicacion,1317,5.14,5.32
Ubicacion,4768,CONECTA_CON,Ubicacion,3674,1.57,2.16
Ubicacion,4768,CONECTA_CON,Ubicacion,4462,7.13,10.48
Ubicacion,4769,CONECTA_CON,Ubicacion,1923,8.21,21.77
Ubicacion,4769,CONECTA_CON,Ubicacion,2634,3.64,4.61
Ubicacion,4769,CONECTA_CON,Ubicacion,4845,3.66,4.33
Ubicacion,4770,CONECTA_CON,Ubicacion,1276,2.44,2.54
